CDG, 27/Jun/2023, 09/Jul/2023
CDG, 27/Jun/2023, 10/Jul/2023
CDG, 28/Jun/2023, 10/Jul/2023
CDG, 28/Jun/2023, 11/Jul/2023
CDG, 29/Jun/2023, 11/Jul/2023
CDG, 29/Jun/2023, 12/Jul/2023
CDG, 30/Jun/2023, 12/Jul/2023
CDG, 30/Jun/2023, 13/Jul/2023
CDG, 01/Jul/2023, 13/Jul/2023
CDG, 01/Jul/2023, 14/Jul/2023
CDG, 02/Jul/2023, 14/Jul/2023
CDG, 02/Jul/2023, 15/Jul/2023
